track_id,OPTIMISM,PESSIMISM,LOVE,HATE,JOY,SORROW,HOPE,DESPAIR,STRENGTH,WEAKNESS,BRAVERY,FEAR,SUCCESS,FAILURE,GRATITUDE,ENTITLEMENT,FORGIVENESS,RESENTMENT,PEACE,CHAOS
5ayybTSXNwcarDtxQKqvWX,0.5091438889503479,0.4908560812473297,0.80105060338974,0.19894938170909882,0.8457986116409302,0.15420135855674744,0.7149100303649902,0.2850899398326874,0.6437496542930603,0.3562503457069397,0.6372148394584656,0.36278513073921204,0.7179398536682129,0.2820601761341095,0.6223490238189697,0.37765100598335266,0.5100378394126892,0.4899621605873108,0.6823434829711914,0.3176564872264862
006Ndmw2hHxvnLbJsBFnPx,0.5397136807441711,0.46028637886047363,0.5909987092018127,0.40900129079818726,0.5439673662185669,0.4560326933860779,0.6253374218940735,0.3746626079082489,0.5468614101409912,0.4531385600566864,0.7166743874549866,0.2833256125450134,0.5788911581039429,0.42110884189605713,0.5431777238845825,0.4568222463130951,0.5890309810638428,0.4109690487384796,0.718144416809082,0.28185561299324036
6xupOaBWORbDmakCdQwMRG,0.5828974843025208,0.41710248589515686,0.9544463753700256,0.04555361717939377,0.6529560685157776,0.34704387187957764,0.6798508167266846,0.32014918327331543,0.6659965515136719,0.3340034484863281,0.6081684827804565,0.39183151721954346,0.7002738118171692,0.2997261881828308,0.5560123920440674,0.443987637758255,0.5807083249092102,0.4192916750907898,0.5437813401222229,0.4562186598777771
2tvt5K7y1gndmCgtIoLo1f,0.7029067873954773,0.2970932126045227,0.9121509790420532,0.08784902095794678,0.7296779155731201,0.2703220844268799,0.8161180019378662,0.18388205766677856,0.593634843826294,0.40636512637138367,0.9589136838912964,0.04108636453747749,0.9660537242889404,0.03394628316164017,0.6223592162132263,0.3776407837867737,0.7633821368217468,0.23661784827709198,0.6627905964851379,0.33720940351486206
1xVOttVNT27FBTD8iHjOfU,0.7411094903945923,0.2588904798030853,0.9197292327880859,0.08027075231075287,0.6266902685165405,0.3733097016811371,0.873529314994812,0.12647072970867157,0.5697432160377502,0.43025684356689453,0.6754815578460693,0.3245183825492859,0.8486940860748291,0.15130595862865448,0.5282143354415894,0.47178566455841064,0.5615463852882385,0.43845367431640625,0.5677144527435303,0.4322856068611145
2qLxtO0iaFGI9x19vU3bDI,0.5883339643478394,0.41166600584983826,0.5978101491928101,0.40218982100486755,0.7719719409942627,0.2280280441045761,0.77186119556427,0.2281387597322464,0.7765409350395203,0.22345905005931854,0.8134217262268066,0.18657828867435455,0.5956273078918457,0.4043727219104767,0.5408309102058411,0.4591691493988037,0.5338906049728394,0.46610936522483826,0.6578923463821411,0.3421076238155365
5msxn2HUcd83qOsuQW7Kdb,0.6821300387382507,0.3178699314594269,0.9852607250213623,0.014739301055669785,0.862075924873352,0.13792407512664795,0.7931526303291321,0.20684735476970673,0.6517350673675537,0.34826499223709106,0.8416823148727417,0.1583176851272583,0.8155938386917114,0.18440614640712738,0.7806975841522217,0.2193024605512619,0.6506283283233643,0.34937167167663574,0.5317180156707764,0.468282014131546
02NKMA9cIkq6VuBNu9q9Wf,0.6514626741409302,0.3485373258590698,0.6910657286643982,0.30893421173095703,0.8360013365745544,0.16399861872196198,0.7192395329475403,0.2807604670524597,0.5548471212387085,0.4451528489589691,0.7969062328338623,0.20309381186962128,0.6182224154472351,0.3817775547504425,0.5335834622383118,0.46641653776168823,0.5766566395759583,0.42334336042404175,0.7265727519989014,0.27342721819877625
2vSxjnyrWrtxyfzO47EX6q,0.6026418209075928,0.39735814929008484,0.956853449344635,0.04314650595188141,0.6529070138931274,0.34709301590919495,0.7529103755950928,0.24708960950374603,0.6354501843452454,0.36454978585243225,0.5585744380950928,0.44142553210258484,0.5767911672592163,0.4232088625431061,0.5843098163604736,0.41569018363952637,0.5823127627372742,0.4176872670650482,0.821292519569397,0.17870748043060303
7qoaMWT3eRCKG1RN6dVuOY,0.5769902467727661,0.4230096936225891,0.5723000764846802,0.4276999533176422,0.5159499049186707,0.4840501546859741,0.5189960598945618,0.48100391030311584,0.5369418859481812,0.4630581736564636,0.5423077940940857,0.4576922059059143,0.5928622484207153,0.40713775157928467,0.5750231146812439,0.4249769151210785,0.625122606754303,0.37487733364105225,0.5362265706062317,0.4637734293937683
5kqXQHIgQ6UfFP9LfqPNgG,0.5303399562835693,0.4696600139141083,0.9801164269447327,0.019883576780557632,0.8443496227264404,0.15565042197704315,0.7879514098167419,0.21204854547977448,0.7256507277488708,0.27434924244880676,0.8643295168876648,0.135670468211174,0.6071152687072754,0.3928847312927246,0.6055570244789124,0.39444294571876526,0.5991930961608887,0.40080687403678894,0.6289210915565491,0.3710789084434509
603N4XGJUTbK760GLCvIIs,0.581322431564331,0.4186774790287018,0.7369345426559448,0.2630654275417328,0.6015214323997498,0.39847856760025024,0.6004766821861267,0.3995232880115509,0.5416623950004578,0.45833757519721985,0.5661047697067261,0.43389520049095154,0.5913357734680176,0.4086642861366272,0.7981542944908142,0.2018457055091858,0.580216646194458,0.4197833836078644,0.5082593560218811,0.4917406141757965
6fOxrKUo3f9OX2z6YrBpwy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4GvyP7CnBJEV2t7L7vOkjw,0.538433849811554,0.46156612038612366,0.5086403489112854,0.4913596510887146,0.6406376957893372,0.35936227440834045,0.6879705190658569,0.3120294511318207,0.5413086414337158,0.4586913585662842,0.7473053932189941,0.25269457697868347,0.6935598850250244,0.3064401149749756,0.5458317995071411,0.4541681706905365,0.5644089579582214,0.4355911314487457,0.8663967847824097,0.13360324501991272
66eFGhs8LXeBgrXk0YgRJK,0.5354735255241394,0.4645264148712158,0.5367063283920288,0.4632936418056488,0.5738782286643982,0.4261218011379242,0.541607677936554,0.45839229226112366,0.5192540884017944,0.48074591159820557,0.58138108253479,0.41861894726753235,0.5636587142944336,0.4363413155078888,0.5982500314712524,0.40174993872642517,0.6384955644607544,0.36150437593460083,0.6650739908218384,0.3349260091781616
44deyFcIU1jArZyFhOznh9,0.508169949054718,0.491830050945282,0.970317006111145,0.029683055356144905,0.9019465446472168,0.0980534479022026,0.7491503357887268,0.2508496940135956,0.5328641533851624,0.46713581681251526,0.7887364029884338,0.21126361191272736,0.6607236266136169,0.33927640318870544,0.6734349727630615,0.3265649974346161,0.5051105618476868,0.4948894679546356,0.5485174655914307,0.45148253440856934
3GI4aSJU8HrTM6msYXz1MT,0.6657571792602539,0.3342428505420685,0.961753785610199,0.03824615851044655,0.6057708859443665,0.39422911405563354,0.5219883322715759,0.4780116379261017,0.718877375125885,0.2811226546764374,0.7369154095649719,0.2630845606327057,0.5295881628990173,0.4704117774963379,0.5247557759284973,0.47524428367614746,0.6182229518890381,0.3817770183086395,0.7608655691146851,0.23913446068763733
5xghdTMuqQPqtDJ0bn3zkn,0.5382207036018372,0.4617793560028076,0.9340683817863464,0.06593155860900879,0.7850684523582458,0.21493156254291534,0.5897430777549744,0.41025686264038086,0.7058238387107849,0.2941761910915375,0.5145590901374817,0.4854409992694855,0.6771098375320435,0.32289016246795654,0.6758682727813721,0.32413172721862793,0.555633008480072,0.44436702132225037,0.5575004816055298,0.4424994885921478
0yK8sWD6cfrc7pGfaPIcZH,0.5063152313232422,0.4936847686767578,0.8035609126091003,0.19643916189670563,0.8709650635719299,0.12903493642807007,0.830273449420929,0.16972653567790985,0.6303247213363647,0.36967527866363525,0.6715947985649109,0.3284052014350891,0.6242925524711609,0.37570738792419434,0.6738864779472351,0.3261134922504425,0.6717382669448853,0.32826173305511475,0.5848562717437744,0.4151437282562256
3E5ndyOfO6vFDEIE42HA8o,0.5223467350006104,0.47765326499938965,0.7481909990310669,0.25180894136428833,0.8088017106056213,0.1911982297897339,0.8821266889572144,0.11787330359220505,0.857951283454895,0.1420487016439438,0.618671715259552,0.381328284740448,0.8022746443748474,0.19772538542747498,0.6152006983757019,0.3847992718219757,0.5002199411392212,0.4997800588607788,0.8295904994010925,0.17040947079658508
